"cowcode","stateabb","statename","ethnicity_relevant","year_from","year_to","group_name","size","status","warid","warid2","groupid","cowgroupid","markertype","serialid"
"530","ET","Ethiopia","Yes","1993","1995","Tigray","0.06","SENIOR PARTNER",,,"9000","53009000","Ethno-Linguistic","1494"
"530","ET","Ethiopia","Yes","1993","1995","Somali (Ogaden)","0.06","DISCRIMINATED",,,"8000","53008000","Ethno-Regional","1495"
"530","ET","Ethiopia","Yes","1993","1995","Afar","0.018","DISCRIMINATED",,,"1000","53001000","Ethno-Linguistic","1496"
"530","ET","Ethiopia","Yes","1993","1995","Beni-Shugal-Gumez","0.005","IRRELEVANT",,,"3000","53003000","Ethno-Regional","1497"
"530","ET","Ethiopia","Yes","1993","1995","Harari","4-04","IRRELEVANT",,,"5000","53005000","Ethno-Linguistic","1498"
"530","ET","Ethiopia","Yes","1996","2010","Oroma","0.34","JUNIOR PARTNER","32200",,"6000","53006000","Ethno-Linguistic","1499"
"530","ET","Ethiopia","Yes","1996","2010","Amhara","0.27","JUNIOR PARTNER",,,"2000","53002000","Ethno-Linguistic","1500"
"530","ET","Ethiopia","Yes","1996","2010","Other Southern Nations","0.19","REGIONAL AUTONOMY",,,"7000","53007000","Ethno-Regional","1501"
"530","ET","Ethiopia","Yes","1996","2010","Tigray","0.06","SENIOR PARTNER",,,"9000","53009000","Ethno-Linguistic","1502"
"530","ET","Ethiopia","Yes","1996","2010","Somali (Ogaden)","0.06","DISCRIMINATED","23301",,"8000","53008000","Ethno-Regional","1503"
"530","ET","Ethiopia","Yes","1996","2010","Afar","0.018","DISCRIMINATED","26901",,"1000","53001000","Ethno-Linguistic","1504"
"530","ET","Ethiopia","Yes","1996","2010","Beni-Shugal-Gumez","0.005","REGIONAL AUTONOMY",,,"3000","53003000","Ethno-Regional","1505"
"530","ET","Ethiopia","Yes","1996","2010","Harari","4-04","REGIONAL AUTONOMY",,,"5000","53005000","Ethno-Linguistic","1506"
"531","ER","Eritrea","Yes","1993","2010","Christians","0.48","SENIOR PARTNER",,,"1000","53101000","Ethno-Religious","1507"
"531","ER","Eritrea","Yes","1993","2010","Muslims","0.5","JUNIOR PARTNER","23000",,"2000","53102000","Ethno-Religious","1508"
"540","AO","Angola","Yes","1975","2002","Ovimbundu-Ovambo","0.38","DISCRIMINATED","23100",,"5000","54005000","Ethno-Linguistic","1509"
"540","AO","Angola","Yes","1975","2002","Mbundu-Mestico","0.26","MONOPOLY",,,"4000","54004000","Mixed Category","1510"
"540","AO","Angola","Yes","1975","2002","Bakongo","0.13","POWERLESS",,,"1000","54001000","Ethno-Linguistic","1511"
"540","AO","Angola","Yes","1975","2002","Lunda-Chokwe","0.09","DISCRIMINATED","23100",,"3000","54003000","Ethno-Linguistic","1512"
"540","AO","Angola","Yes","1975","2002","Cabindan Mayombe","0.02","POWERLESS","29400",,"2000","54002000","Ethno-Regional","1513"
"540","AO","Angola","Yes","2003","2010","Ovimbundu-Ovambo","0.38","POWERLESS",,,"5000","54005000","Ethno-Linguistic","1514"
"540","AO","Angola","Yes","2003","2010","Mbundu-Mestico","0.26","DOMINANT",,,"4000","54004000","Mixed Category","1515"
"540","AO","Angola","Yes","2003","2010","Bakongo","0.13","POWERLESS",,,"1000","54001000","Ethno-Linguistic","1516"
"540","AO","Angola","Yes","2003","2010","Lunda-Chokwe","0.09","POWERLESS",,,"3000","54003000","Ethno-Linguistic","1517"
"540","AO","Angola","Yes","2003","2010","Cabindan Mayombe","0.02","POWERLESS","29400",,"2000","54002000","Ethno-Regional","1518"
"541","MZ","Mozambique","Yes","1975","1994","Tsonga-Chopi","0.287","SENIOR PARTNER",,,"4000","54104000","Ethno-Regional","1519"
"541","MZ","Mozambique","Yes","1975","1994","Shona-Ndau","0.098","POWERLESS","23600",,"3000","54103000","Ethno-Regional","1520"
"541","MZ","Mozambique","Yes","1975","1994","Makonde-Yao","0.067","JUNIOR PARTNER",,,"1000","54101000","Ethno-Regional","1521"
"541","MZ","Mozambique","Yes","1995","2010","Tsonga-Chopi","0.287","DOMINANT",,,"4000","54104000","Ethno-Regional","1522"
"541","MZ","Mozambique","Yes","1995","2010","Shona-Ndau","0.098","POWERLESS",,,"3000","54103000","Ethno-Regional","1523"
"541","MZ","Mozambique","Yes","1995","2010","Makonde-Yao","0.067","POWERLESS",,,"1000","54101000","Ethno-Regional","1524"
"551","ZAM","Zambia","Yes","1964","2010","Bemba speakers","0.43","SENIOR PARTNER",,,"1000","55101000","Ethno-Linguistic","1525"
"551","ZAM","Zambia","Yes","1964","2010","Tonga-Ila-Lenje","0.19","SENIOR PARTNER",,,"7000","55107000","Ethno-Linguistic","1526"
"551","ZAM","Zambia","Yes","1964","2010","Nyanja speakers (Easterners)","0.18","SENIOR PARTNER",,,"6000","55106000","Ethno-Linguistic","1527"
"551","ZAM","Zambia","Yes","1964","2010","Lozi (Barotse)","0.08","SENIOR PARTNER",,,"3000","55103000","Ethno-Linguistic","1528"
"551","ZAM","Zambia","Yes","1964","2010","Lunda (NW Province)","0.05","JUNIOR PARTNER",,,"4000","55104000","Ethno-Regional","1529"
"551","ZAM","Zambia","Yes","1964","2010","Luvale (NW Province)","0.04","JUNIOR PARTNER",,,"5000","55105000","Ethno-Regional","1530"
"551","ZAM","Zambia","Yes","1964","2010","Kaonde","0.03","JUNIOR PARTNER",,,"2000","55102000","Ethno-Linguistic","1531"
"552","ZIM","Zimbabwe","Yes","1965","1979","Africans","0.97","DISCRIMINATED","22200",,"1000","55201000","Ethno-Racial","1532"
"552","ZIM","Zimbabwe","Yes","1965","1979","Europeans","0.03","MONOPOLY",,,"2000","55202000","Ethno-Racial","1533"
"552","ZIM","Zimbabwe","Yes","1980","1981","Shona","0.77","SENIOR PARTNER",,,"1200","55201200","Ethno-Linguistic","1534"
"552","ZIM","Zimbabwe","Yes","1980","1981","Ndebele-Kalanga-(Tonga)","0.2","JUNIOR PARTNER",,,"1100","55201100","Ethno-Linguistic","1535"
"552","ZIM","Zimbabwe","Yes","1980","1981","Europeans","0.03","JUNIOR PARTNER",,,"2000","55202000","Ethno-Racial","1536"
"552","ZIM","Zimbabwe","Yes","1982","1987","Shona (minus Ndau)","0.74","SENIOR PARTNER",,,"1220","55201220","Ethno-Linguistic","1537"
"552","ZIM","Zimbabwe","Yes","1982","1987","Ndebele-Kalanga-(Tonga)","0.2","DISCRIMINATED",,,"1100","55201100","Ethno-Linguistic","1538"
"552","ZIM","Zimbabwe","Yes","1982","1987","Ndau (Shona sub-group)","0.03","DISCRIMINATED",,,"1210","55201210","Ethno-Linguistic","1539"
"552","ZIM","Zimbabwe","Yes","1982","1987","Europeans","0.03","JUNIOR PARTNER",,,"2000","55202000","Ethno-Racial","1540"
"552","ZIM","Zimbabwe","Yes","1988","1991","Shona (minus Manyika  and  Ndau)","0.61","SENIOR PARTNER",,,"1222","55201222","Ethno-Linguistic","1541"
"552","ZIM","Zimbabwe","Yes","1988","1991","Ndebele-Kalanga-(Tonga)","0.2","JUNIOR PARTNER",,,"1100","55201100","Ethno-Linguistic","1542"
"552","ZIM","Zimbabwe","Yes","1988","1991","Manyika (Shona sub-group)","0.13","DISCRIMINATED",,,"1221","55201221","Ethno-Linguistic","1543"
"552","ZIM","Zimbabwe","Yes","1988","1991","Europeans","0.03","JUNIOR PARTNER",,,"2000","55202000","Ethno-Racial","1544"
"552","ZIM","Zimbabwe","Yes","1988","1991","Ndau (Shona sub-group)","0.03","DISCRIMINATED",,,"1210","55201210","Ethno-Linguistic","1545"
"552","ZIM","Zimbabwe","Yes","1992","1999","Shona","0.77","SENIOR PARTNER",,,"1200","55201200","Ethno-Linguistic","1546"
"552","ZIM","Zimbabwe","Yes","1992","1999","Ndebele-Kalanga-(Tonga)","0.2","JUNIOR PARTNER",,,"1100","55201100","Ethno-Linguistic","1547"
"552","ZIM","Zimbabwe","Yes","1992","1999","Europeans","0.03","JUNIOR PARTNER",,,"2000","55202000","Ethno-Racial","1548"
"552","ZIM","Zimbabwe","Yes","2000","2008","Shona","0.77","DOMINANT",,,"1200","55201200","Ethno-Linguistic","1549"
"552","ZIM","Zimbabwe","Yes","2000","2008","Ndebele-Kalanga-(Tonga)","0.2","DISCRIMINATED",,,"1100","55201100","Ethno-Linguistic","1550"
"552","ZIM","Zimbabwe","Yes","2000","2008","Europeans","0.03","DISCRIMINATED",,,"2000","55202000","Ethno-Racial","1551"
"552","ZIM","Zimbabwe","Yes","2009","2010","Shona","0.77","SENIOR PARTNER",,,"1200","55201200","Ethno-Linguistic","1552"
"552","ZIM","Zimbabwe","Yes","2009","2010","Ndebele-Kalanga-(Tonga)","0.2","JUNIOR PARTNER",,,"1100","55201100","Ethno-Linguistic","1553"
"552","ZIM","Zimbabwe","Yes","2009","2010","Europeans","0.03","DISCRIMINATED",,,"2000","55202000","Ethno-Racial","1554"
"553","MI","Malawi","Yes","1964","1993","Chewa","0.28","SENIOR PARTNER",,,"1000","55301000","Ethno-Linguistic","1555"
"553","MI","Malawi","Yes","1964","1993","Lomwe (Nguru)","0.19","JUNIOR PARTNER",,,"2000","55302000","Ethno-Linguistic","1556"
"553","MI","Malawi","Yes","1964","1993","Manganja-Nyanja","0.15","JUNIOR PARTNER",,,"3000","55303000","Ethno-Linguistic","1557"
"553","MI","Malawi","Yes","1964","1993","Yao","0.14","JUNIOR PARTNER",,,"7000","55307000","Ethno-Linguistic","1558"
"553","MI","Malawi","Yes","1964","1993","Ngoni","0.09","SENIOR PARTNER",,,"4000","55304000","Ethno-Linguistic","1559"
"553","MI","Malawi","Yes","1964","1993","Northerners (Nkonde-Tonga-Tumbuka)","0.08","JUNIOR PARTNER",,,"5000","55305000","Ethno-Regional","1560"
"553","MI","Malawi","Yes","1964","1993","Sena","0.04","JUNIOR PARTNER",,,"6000","55306000","Ethno-Linguistic","1561"
"553","MI","Malawi","Yes","1994","2010","Chewa","0.28","JUNIOR PARTNER",,,"1000","55301000","Ethno-Linguistic","1562"
"553","MI","Malawi","Yes","1994","2010","Lomwe (Nguru)","0.19","SENIOR PARTNER",,,"2000","55302000","Ethno-Linguistic","1563"
"553","MI","Malawi","Yes","1994","2010","Manganja-Nyanja","0.15","SENIOR PARTNER",,,"3000","55303000","Ethno-Linguistic","1564"
"553","MI","Malawi","Yes","1994","2010","Yao","0.14","SENIOR PARTNER",,,"7000","55307000","Ethno-Linguistic","1565"
"553","MI","Malawi","Yes","1994","2010","Ngoni","0.09","JUNIOR PARTNER",,,"4000","55304000","Ethno-Linguistic","1566"
"553","MI","Malawi","Yes","1994","2010","Northerners (Nkonde-Tonga-Tumbuka)","0.08","JUNIOR PARTNER",,,"5000","55305000","Ethno-Regional","1567"
"553","MI","Malawi","Yes","1994","2010","Sena","0.04","JUNIOR PARTNER",,,"6000","55306000","Ethno-Linguistic","1568"
"560","SF","South Africa","Yes","1946","1947","Black Africans","0.72","DISCRIMINATED",,,"3000","56003000","Ethno-Racial","1569"
"560","SF","South Africa","Yes","1946","1947","Afrikaners","0.11","POWERLESS",,,"1000","56001000","Ethno-Linguistic","1570"
"560","SF","South Africa","Yes","1946","1947","Coloreds","0.085","POWERLESS",,,"4000","56004000","Ethno-Racial","1571"
"560","SF","South Africa","Yes","1946","1947","English speakers","0.06","DOMINANT",,,"5000","56005000","Ethno-Linguistic","1572"
"560","SF","South Africa","Yes","1946","1947","Asians","0.025","POWERLESS",,,"2000","56002000","Ethno-Racial","1573"
"560","SF","South Africa","Yes","1948","1960","Black Africans","0.74","DISCRIMINATED",,,"3000","56003000","Ethno-Racial","1574"
"560","SF","South Africa","Yes","1948","1960","Coloreds","0.085","DISCRIMINATED",,,"4000","56004000","Ethno-Racial","1575"
"560","SF","South Africa","Yes","1948","1960","Afrikaners","0.1","MONOPOLY",,,"1000","56001000","Ethno-Linguistic","1576"
"560","SF","South Africa","Yes","1948","1960","English speakers","0.05","POWERLESS",,,"5000","56005000","Ethno-Linguistic","1577"
"560","SF","South Africa","Yes","1948","1960","Asians","0.025","DISCRIMINATED",,,"2000","56002000","Ethno-Racial","1578"
"560","SF","South Africa","Yes","1961","1989","Black Africans","0.74","DISCRIMINATED","25100",,"3000","56003000","Ethno-Racial","1579"
"560","SF","South Africa","Yes","1961","1989","Coloreds","0.085","DISCRIMINATED",,,"4000","56004000","Ethno-Racial","1580"
"560","SF","South Africa","Yes","1961","1989","Afrikaners","0.1","SENIOR PARTNER",,,"1000","56001000","Ethno-Linguistic","1581"
"560","SF","South Africa","Yes","1961","1989","English speakers","0.05","JUNIOR PARTNER",,,"5000","56005000","Ethno-Linguistic","1582"
"560","SF","South Africa","Yes","1961","1989","Asians","0.025","DISCRIMINATED",,,"2000","56002000","Ethno-Racial","1583"
"560","SF","South Africa","Yes","1990","1993","Zulu","0.24","POWERLESS",,,"3030","56003030","Ethno-Linguistic","1584"
"560","SF","South Africa","Yes","1990","1993","Xhosa","0.18","POWERLESS",,,"3020","56003020","Ethno-Linguistic","1585"
"560","SF","South Africa","Yes","1990","1993","Other Black African","0.35","POWERLESS",,,"3010","56003010","Ethno-Linguistic","1586"
"560","SF","South Africa","Yes","1990","1993","Afrikaners","0.07","SENIOR PARTNER",,,"1000","56001000","Ethno-Linguistic","1587"
"560","SF","South Africa","Yes","1990","1993","Coloreds","0.09","POWERLESS",,,"4000","56004000","Ethno-Racial","1588"
"560","SF","South Africa","Yes","1990","1993","English speakers","0.04","JUNIOR PARTNER",,,"5000","56005000","Ethno-Linguistic","1589"
"560","SF","South Africa","Yes","1990","1993","Asians","0.03","POWERLESS",,,"2000","56002000","Ethno-Racial","1590"
"560","SF","South Africa","Yes","1994","2008","Zulu","0.24","JUNIOR PARTNER",,,"3030","56003030","Ethno-Linguistic","1591"
"560","SF","South Africa","Yes","1994","2008","Xhosa","0.18","SENIOR PARTNER",,,"3020","56003020","Ethno-Linguistic","1592"
"560","SF","South Africa","Yes","1994","2008","Other Black African","0.36","JUNIOR PARTNER",,,"3010","56003010","Ethno-Linguistic","1593"
"560","SF","South Africa","Yes","1994","2008","Coloreds","0.09","JUNIOR PARTNER",,,"4000","56004000","Ethno-Racial","1594"
"560","SF","South Africa","Yes","1994","2008","Afrikaners","0.06","JUNIOR PARTNER",,,"1000","56001000","Ethno-Linguistic","1595"
"560","SF","South Africa","Yes","1994","2008","English speakers","0.04","JUNIOR PARTNER",,,"5000","56005000","Ethno-Linguistic","1596"
"560","SF","South Africa","Yes","1994","2008","Asians","0.03","JUNIOR PARTNER",,,"2000","56002000","Ethno-Racial","1597"
"560","SF","South Africa","Yes","2009","2010","Zulu","0.24","SENIOR PARTNER",,,"3030","56003030","Ethno-Linguistic","1598"
"560","SF","South Africa","Yes","2009","2010","Xhosa","0.18","JUNIOR PARTNER",,,"3020","56003020","Ethno-Linguistic","1599"
"560","SF","South Africa","Yes","2009","2010","Other Black African","0.36","JUNIOR PARTNER",,,"3010","56003010","Ethno-Linguistic","1600"
"560","SF","South Africa","Yes","2009","2010","Coloreds","0.09","JUNIOR PARTNER",,,"4000","56004000","Ethno-Racial","1601"
"560","SF","South Africa","Yes","2009","2010","Afrikaners","0.06","JUNIOR PARTNER",,,"1000","56001000","Ethno-Linguistic","1602"
"560","SF","South Africa","Yes","2009","2010","English speakers","0.04","JUNIOR PARTNER",,,"5000","56005000","Ethno-Linguistic","1603"
"560","SF","South Africa","Yes","2009","2010","Asians","0.03","JUNIOR PARTNER",,,"2000","56002000","Ethno-Racial","1604"
"565","NAM","Namibia","Yes","1990","2010","Ovambo","0.498","SENIOR PARTNER",,,"9000","56509000","Ethno-Linguistic","1605"
"565","NAM","Namibia","Yes","1990","2010","Kavango","0.094","JUNIOR PARTNER",,,"6000","56506000","Ethno-Linguistic","1606"
"565","NAM","Namibia","Yes","1990","2010","Herero, Mbanderu","0.075","JUNIOR PARTNER",,,"5000","56505000","Ethno-Linguistic","1607"
"565","NAM","Namibia","Yes","1990","2010","Whites","0.063","JUNIOR PARTNER",,,"11000","56511000","Ethno-Racial","1608"
"565","NAM","Namibia","Yes","1990","2010","Nama","0.048","REGIONAL AUTONOMY",,,"8000","56508000","Ethno-Linguistic","1609"
"565","NAM","Namibia","Yes","1990","2010","Damara","0.045","JUNIOR PARTNER",,,"4000","56504000","Ethno-Linguistic","1610"
"565","NAM","Namibia","Yes","1990","2010","Coloreds","0.04","JUNIOR PARTNER",,,"3000","56503000","Ethno-Racial","1611"
"565","NAM","Namibia","Yes","1990","2010","San","0.03","DISCRIMINATED",,,"10000","56510000","Ethno-Cultural","1612"
"565","NAM","Namibia","Yes","1990","2010","Basubia","0.03","REGIONAL AUTONOMY",,,"2000","56502000","Ethno-Linguistic","1613"
"565","NAM","Namibia","Yes","1990","2010","Mafwe","0.03","POWERLESS",,,"7000","56507000","Ethno-Linguistic","1614"
"565","NAM","Namibia","Yes","1990","2010","Baster","0.023","REGIONAL AUTONOMY",,,"1000","56501000","Ethno-Racial","1615"
"570","LES","Lesotho","No","1966","2010","",,"",,,,,"","1616"
"571","BOT","Botswana","Yes","1966","2010","San (Bushmen, Basarwa)","0.02","DISCRIMINATED",,,"11000","57111000","Ethno-Cultural","1617"
"572","SWA","Swaziland","No","1968","2010","",,"",,,,,"","1618"
"580","MA","Madagascar","Yes","1960","1972","Ctiers","0.479","DOMINANT",,,"1000","58001000","Ethno-Regional","1619"
"580","MA","Madagascar","Yes","1960","1972","Highlanders","0.395","POWERLESS",,,"2000","58002000","Ethno-Regional","1620"
"580","MA","Madagascar","Yes","1973","1975","Ctiers","0.479","JUNIOR PARTNER",,,"1000","58001000","Ethno-Regional","1621"
"580","MA","Madagascar","Yes","1973","1975","Highlanders","0.395","SENIOR PARTNER",,,"2000","58002000","Ethno-Regional","1622"
"580","MA","Madagascar","Yes","1976","1992","Ctiers","0.479","SENIOR PARTNER",,,"1000","58001000","Ethno-Regional","1623"
"580","MA","Madagascar","Yes","1976","1992","Highlanders","0.395","JUNIOR PARTNER",,,"2000","58002000","Ethno-Regional","1624"
"580","MA","Madagascar","No","1993","2010","Ctiers","0.479","IRRELEVANT",,,"1000","58001000","Ethno-Regional","1625"
"580","MA","Madagascar","No","1993","2010","Highlanders","0.395","IRRELEVANT",,,"2000","58002000","Ethno-Regional","1626"
"600","MOR","Morocco","Yes","1956","2010","Berbers","0.4","POWERLESS",,,"1000","60001000","Ethno-Linguistic","1627"
"615","ALG","Algeria","Yes","1962","2010","Arabs","0.72","DOMINANT",,,"1000","61501000","Ethno-Linguistic","1628"
"615","ALG","Algeria","Yes","1962","2010","Berbers","0.27","POWERLESS",,,"2000","61502000","Ethno-Linguistic","1629"
"616","TUN","Tunisia","No","1956","2010","",,"",,,,,"","1630"
"620","LIB","Libya","No","1951","2010","",,"",,,,,"","1631"
"625","SUD","Sudan","Yes","1956","1971","Other Arab groups","0.25","POWERLESS",,,"9000","62509000","Ethno-Cultural","1632"
"625","SUD","Sudan","Yes","1956","1971","Other Northern groups","0.17","POWERLESS",,,"10000","62510000","Ethno-Cultural","1633"
"625","SUD","Sudan","Yes","1956","1971","Shaygiyya, Jaaliyyin and Danagla (Arab)","0.15","DOMINANT",,,"12000","62512000","Ethno-Religious","1634"
"625","SUD","Sudan","Yes","1956","1971","Dinka","0.1","POWERLESS",,,"4000","62504000","Ethno-Religious","1635"
"625","SUD","Sudan","Yes","1956","1971","Other Southern groups","0.09","POWERLESS","18500",,"11000","62511000","Ethno-Religious","1636"
"625","SUD","Sudan","Yes","1956","1971","Beja","0.06","POWERLESS",,,"3000","62503000","Ethno-Linguistic","1637"
"625","SUD","Sudan","Yes","1956","1971","Nuba","0.05","POWERLESS",,,"7000","62507000","Ethno-Regional","1638"
"625","SUD","Sudan","Yes","1956","1971","Nuer","0.05","POWERLESS",,,"8000","62508000","Ethno-Religious","1639"
"625","SUD","Sudan","Yes","1956","1971","Bari","0.02","POWERLESS","18500",,"2000","62502000","Ethno-Religious","1640"
"625","SUD","Sudan","Yes","1956","1971","Azande","0.02","POWERLESS","18500",,"1000","62501000","Ethno-Religious","1641"
"625","SUD","Sudan","Yes","1956","1971","Fur","0.02","POWERLESS",,,"5000","62505000","Ethno-Linguistic","1642"
"625","SUD","Sudan","Yes","1956","1971","Latoka","0.01","POWERLESS","18500",,"6000","62506000","Ethno-Religious","1643"
"625","SUD","Sudan","Yes","1956","1971","Shilluk","0.01","POWERLESS",,,"13000","62513000","Ethno-Religious","1644"
"625","SUD","Sudan","Yes","1972","1982","Other Arab groups","0.25","POWERLESS",,,"9000","62509000","Ethno-Cultural","1645"
"625","SUD","Sudan","Yes","1972","1982","Other Northern groups","0.17","POWERLESS",,,"10000","62510000","Ethno-Cultural","1646"
"625","SUD","Sudan","Yes","1972","1982","Shaygiyya, Jaaliyyin and Danagla (Arab)","0.15","DOMINANT",,,"12000","62512000","Ethno-Religious","1647"
"625","SUD","Sudan","Yes","1972","1982","Dinka","0.1","REGIONAL AUTONOMY",,,"4000","62504000","Ethno-Religious","1648"
"625","SUD","Sudan","Yes","1972","1982","Other Southern groups","0.09","POWERLESS",,,"11000","62511000","Ethno-Religious","1649"
"625","SUD","Sudan","Yes","1972","1982","Beja","0.06","POWERLESS",,,"3000","62503000","Ethno-Linguistic","1650"
"625","SUD","Sudan","Yes","1972","1982","Nuba","0.05","POWERLESS",,,"7000","62507000","Ethno-Regional","1651"
"625","SUD","Sudan","Yes","1972","1982","Nuer","0.05","REGIONAL AUTONOMY",,,"8000","62508000","Ethno-Religious","1652"
"625","SUD","Sudan","Yes","1972","1982","Bari","0.02","REGIONAL AUTONOMY",,,"2000","62502000","Ethno-Religious","1653"
"625","SUD","Sudan","Yes","1972","1982","Fur","0.02","POWERLESS",,,"5000","62505000","Ethno-Linguistic","1654"
"625","SUD","Sudan","Yes","1972","1982","Azande","0.02","REGIONAL AUTONOMY",,,"1000","62501000","Ethno-Religious","1655"
"625","SUD","Sudan","Yes","1972","1982","Shilluk","0.01","REGIONAL AUTONOMY",,,"13000","62513000","Ethno-Religious","1656"
"625","SUD","Sudan","Yes","1972","1982","Latoka","0.01","REGIONAL AUTONOMY",,,"6000","62506000","Ethno-Religious","1657"
"625","SUD","Sudan","Yes","1983","2002","Other Arab groups","0.25","POWERLESS",,,"9000","62509000","Ethno-Cultural","1658"
"625","SUD","Sudan","Yes","1983","2002","Other Northern groups","0.17","POWERLESS",,,"10000","62510000","Ethno-Cultural","1659"
"625","SUD","Sudan","Yes","1983","2002","Shaygiyya, Jaaliyyin and Danagla (Arab)","0.15","DOMINANT",,,"12000","62512000","Ethno-Religious","1660"
"625","SUD","Sudan","Yes","1983","2002","Dinka","0.1","POWERLESS","18501",,"4000","62504000","Ethno-Religious","1661"
"625","SUD","Sudan","Yes","1983","2002","Other Southern groups","0.09","POWERLESS",,,"11000","62511000","Ethno-Religious","1662"
"625","SUD","Sudan","Yes","1983","2002","Beja","0.06","POWERLESS",,,"3000","62503000","Ethno-Linguistic","1663"
"625","SUD","Sudan","Yes","1983","2002","Nuba","0.05","POWERLESS","18501",,"7000","62507000","Ethno-Regional","1664"
"625","SUD","Sudan","Yes","1983","2002","Nuer","0.05","POWERLESS","18501",,"8000","62508000","Ethno-Religious","1665"
"625","SUD","Sudan","Yes","1983","2002","Fur","0.02","POWERLESS",,,"5000","62505000","Ethno-Linguistic","1666"
"625","SUD","Sudan","Yes","1983","2002","Azande","0.02","POWERLESS",,,"1000","62501000","Ethno-Religious","1667"
"625","SUD","Sudan","Yes","1983","2002","Bari","0.02","POWERLESS",,,"2000","62502000","Ethno-Religious","1668"
"625","SUD","Sudan","Yes","1983","2002","Latoka","0.01","POWERLESS",,,"6000","62506000","Ethno-Religious","1669"
"625","SUD","Sudan","Yes","1983","2002","Shilluk","0.01","POWERLESS",,,"13000","62513000","Ethno-Religious","1670"
"625","SUD","Sudan","Yes","2003","2005","Other Arab groups","0.25","POWERLESS",,,"9000","62509000","Ethno-Cultural","1671"
"625","SUD","Sudan","Yes","2003","2005","Other Northern groups","0.17","POWERLESS",,,"10000","62510000","Ethno-Cultural","1672"
"625","SUD","Sudan","Yes","2003","2005","Shaygiyya, Jaaliyyin and Danagla (Arab)","0.15","DOMINANT",,,"12000","62512000","Ethno-Religious","1673"
"625","SUD","Sudan","Yes","2003","2005","Dinka","0.1","POWERLESS",,,"4000","62504000","Ethno-Religious","1674"
"625","SUD","Sudan","Yes","2003","2005","Other Southern groups","0.09","POWERLESS","21302",,"11000","62511000","Ethno-Religious","1675"
"625","SUD","Sudan","Yes","2003","2005","Beja","0.06","POWERLESS",,,"3000","62503000","Ethno-Linguistic","1676"
"625","SUD","Sudan","Yes","2003","2005","Nuba","0.05","POWERLESS",,,"7000","62507000","Ethno-Regional","1677"
"625","SUD","Sudan","Yes","2003","2005","Nuer","0.05","POWERLESS",,,"8000","62508000","Ethno-Religious","1678"
"625","SUD","Sudan","Yes","2003","2005","Azande","0.02","POWERLESS",,,"1000","62501000","Ethno-Religious","1679"
"625","SUD","Sudan","Yes","2003","2005","Fur","0.02","DISCRIMINATED","21302",,"5000","62505000","Ethno-Racial","1680"
"625","SUD","Sudan","Yes","2003","2005","Bari","0.02","POWERLESS",,,"2000","62502000","Ethno-Religious","1681"
"625","SUD","Sudan","Yes","2003","2005","Latoka","0.01","POWERLESS",,,"6000","62506000","Ethno-Religious","1682"
"625","SUD","Sudan","Yes","2003","2005","Shilluk","0.01","POWERLESS",,,"13000","62513000","Ethno-Religious","1683"
"625","SUD","Sudan","Yes","2006","2010","Other Arab groups","0.25","POWERLESS",,,"9000","62509000","Ethno-Cultural","1684"
"625","SUD","Sudan","Yes","2006","2010","Other Northern groups","0.17","POWERLESS",,,"10000","62510000","Ethno-Cultural","1685"
"625","SUD","Sudan","Yes","2006","2010","Shaygiyya, Jaaliyyin and Danagla (Arab)","0.15","SENIOR PARTNER",,,"12000","62512000","Ethno-Religious","1686"
"625","SUD","Sudan","Yes","2006","2010","Dinka","0.1","JUNIOR PARTNER",,,"4000","62504000","Ethno-Religious","1687"
"625","SUD","Sudan","Yes","2006","2010","Other Southern groups","0.09","JUNIOR PARTNER","21302",,"11000","62511000","Ethno-Religious","1688"
"625","SUD","Sudan","Yes","2006","2010","Beja","0.06","POWERLESS",,,"3000","62503000","Ethno-Linguistic","1689"
"625","SUD","Sudan","Yes","2006","2010","Nuba","0.05","POWERLESS",,,"7000","62507000","Ethno-Regional","1690"
"625","SUD","Sudan","Yes","2006","2010","Nuer","0.05","JUNIOR PARTNER",,,"8000","62508000","Ethno-Religious","1691"
"625","SUD","Sudan","Yes","2006","2010","Azande","0.02","JUNIOR PARTNER",,,"1000","62501000","Ethno-Religious","1692"
"625","SUD","Sudan","Yes","2006","2010","Fur","0.02","DISCRIMINATED","21302",,"5000","62505000","Ethno-Racial","1693"
"625","SUD","Sudan","Yes","2006","2010","Bari","0.02","JUNIOR PARTNER",,,"2000","62502000","Ethno-Religious","1694"
"625","SUD","Sudan","Yes","2006","2010","Latoka","0.01","JUNIOR PARTNER",,,"6000","62506000","Ethno-Religious","1695"
"625","SUD","Sudan","Yes","2006","2010","Shilluk","0.01","JUNIOR PARTNER",,,"13000","62513000","Ethno-Religious","1696"
"630","IRN","Iran","Yes","1946","1946","Persians","0.44","DOMINANT",,,"9000","63009000","Ethno-Religious","1697"
"630","IRN","Iran","Yes","1946","1946","Azeri","0.24","SEPARATIST AUTONOMY","10700",,"4000","63004000","Ethno-Linguistic","1698"
"630","IRN","Iran","Yes","1946","1946","Kurds","0.08","SEPARATIST AUTONOMY","10600",,"8000","63008000","Ethno-Linguistic","1699"
"698","OMA","Oman","No","1971","2010","",,"",,,,,"","1700"
"630","IRN","Iran","Yes","1946","1946","Arabs","0.03","POWERLESS",,,"1000","63001000","Ethno-Linguistic","1701"
